"temperature","consumption"
18.1682511962628,7842.50140030683
8.67330330449603,7921.80192397556
10.9893929285331,7891.81839841344
8.31962599227868,7994.68129243603
9.0836771020862,7917.74733578425
8.17044926177148,7980.09422613321
7.47288666204635,7969.50309828926
3.72927354543461,8228.06216604117
1.4933815067815,8081.72068891358
6.14336828321995,8010.52948938951
9.31099713167306,7946.5356828922
12.2287261474559,7928.29231966264
6.94592104161731,7994.6287137159
2.62405757733763,8232.75818414722
-2.30830973193948,8425.26001745373
8.81766248100427,7934.51537963067
17.5835070397815,7765.28586722137
3.16319029707671,8079.63385122737
-0.717083917858853,8049.28698858107
1.94796256508101,8018.42988269359
8.34359321143747,7991.62040909151
8.86656868503527,7940.82804026943
20.8946813543618,7822.44153836728
9.9114766040739,7918.19037014471
2.71263595870811,7983.88259241471
9.48313040844494,7955.50181089827
2.71964145208512,8056.31994731025
1.00526896807528,8056.53919459605
4.88805488483335,7988.49985148988
8.68210010610794,7965.32946145239
4.81900108652867,7930.02407876071
5.19813683090444,7995.3242975766
10.0100473522829,7954.621220414
7.34510496998817,7977.74026484232
12.8742231916694,7890.9181316944
13.0723499655389,7887.28559672135
7.22743286288185,7997.985419161
8.11603353876425,7919.0432092299
6.71510076269005,7990.82961936786
8.43826986821104,7960.24572679093
3.9814089201318,8044.3689991567
4.36636308033568,8026.83957492095
4.16906177458341,7916.63857172651
4.7631408979112,8053.67987889802
8.58893825945227,7907.28262043761
6.47394662610886,7901.56383975319
14.1252689628298,7903.34142913746
9.7244352031886,7909.27709688612
11.9946131249604,7906.21085741042
11.1433197973553,7887.71954510269
8.94300595372109,7909.28746432277
4.25715378641543,8050.3895271906
12.7696051044907,7869.77384688861
8.65351859057314,7869.40302691913
9.12553550437074,7914.41061766897
17.350537551394,7923.56955296351
8.38935344688603,7971.63557735773
2.3631933038138,8112.17589044297
16.6196451197121,7797.59773328447
9.01569637646426,8003.69848728421
5.29015649361341,7977.86767648079
7.63526462806852,7970.87093112695
5.00370218138482,7840.24489744774
11.33597670896,7854.99930800791
4.09047966838911,8158.40493848936
-4.90333185941395,8394.67934648003
8.85405141064635,7910.24961380191
6.42027750291774,8010.31269996162
15.6887006522731,7910.62116281269
13.6566854032164,7850.46294401255
1.49174686071195,8051.34319006303
5.38302482915324,8050.96831628773
11.3681087192129,7964.03436103895
1.27416995693793,7988.07263080373
4.06963622257046,8126.2505057912
10.6762988511886,7936.98866808371
7.18237979788341,7972.11250435461
10.607675141003,7903.11911778747
8.15442987980908,8053.16890305292
9.71597073158408,7960.56386961179
